DOF Gross Floor Area,Largest Property Use Type - Gross Floor Area (ft²),score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Latitude,Longitude,Community Board,Council District,Census Tract
160264.0,140250.0,99.0,26.5,,,,,376571.2,,3332284.0,,329.9,20.0,309.9,140250.0,,,77.5,40.757477,-73.963002,6.0,5.0,10601.0
91282.0,91282.0,45.0,37.3,39.2,11.5,,123.0,,,3404630.2,1047590.3,315.9,0.0,315.9,91282.0,2540.0,27.83,117.1,40.757287,-73.962551,6.0,5.0,10601.0
161462.0,171462.0,93.0,49.1,52.8,3.7,0.0,88.0,186373.3,1863.7,2236069.8,639665.6,615.0,9.9,605.1,171462.0,,,84.1,40.756861,-73.961046,6.0,5.0,10601.0
206411.0,217275.0,97.0,46.6,,2.9,0.4,,7324587.2,81052.1,2255575.2,631718.5,639.3,430.0,209.3,217275.0,,,70.6,40.757265,-73.960753,6.0,5.0,10601.0
103000.0,109439.0,25.0,79.9,83.6,4.6,0.0,118.0,48203.3,482.0,1788242.9,505980.1,688.6,522.7,165.9,109439.0,,,115.5,40.757957,-73.96211,6.0,5.0,10601.0
97636.0,96700.0,29.0,92.9,100.3,5.3,,140.0,,,1823121.0,516010.4,708.1,538.9,169.2,96700.0,2920.0,30.2,134.0,40.757864,-73.961883,6.0,5.0,10601.0
118305.0,125264.0,24.0,86.7,93.1,7.6,0.0,162.1,150329.9,1533.8,3309359.1,953486.0,806.2,8.0,798.2,125264.0,,,155.3,40.758108,-73.96242,6.0,5.0,10601.0
128114.0,136655.0,88.0,52.5,,4.1,0.0,,188985.1,1922.3,1975846.8,554162.3,565.1,381.8,183.4,136655.0,3383.4,24.76,83.9,40.758053,-73.962294,6.0,5.0,10601.0
90500.0,93638.0,72.0,72.5,76.8,4.0,0.6,109.3,5614633.5,60621.2,1351476.0,385755.1,423.6,298.2,125.4,96038.0,2535.1,26.4,105.6,40.757957,-73.962067,6.0,5.0,10601.0
71784.0,86250.0,74.0,72.3,82.0,3.9,,124.4,,,1175789.4,335947.0,445.4,0.0,445.4,86250.0,,,113.4,40.757864,-73.961843,6.0,5.0,10601.0
91617.0,99617.0,90.0,57.0,61.6,3.8,0.0,98.9,232083.3,2457.1,1328180.7,379188.7,409.0,12.3,396.7,99617.0,,,94.0,40.757809,-73.961713,6.0,5.0,10601.0
125800.0,130000.0,88.0,52.8,57.0,4.2,,96.1,,,1928667.1,541268.5,506.8,0.0,506.8,130000.0,,,92.3,40.756793,-73.961097,6.0,5.0,10601.0
105734.0,105734.0,36.0,47.7,49.9,13.8,0.0,151.1,251675.0,2803.2,4787257.9,1464126.1,457.6,13.4,444.3,105734.0,2926.4,27.68,144.7,40.758764,-73.96194,6.0,5.0,10601.0
140000.0,150000.0,80.0,72.3,76.7,4.9,0.6,115.4,8296200.1,89992.0,2555557.0,733061.8,677.8,440.7,237.2,150000.0,,,111.6,40.758832,-73.962102,6.0,5.0,10601.0
85992.0,63426.0,42.0,77.8,82.2,7.2,0.0,146.0,131683.3,1341.9,1631427.7,454557.2,369.1,7.0,362.1,63426.0,,,143.1,40.758698,-73.961781,6.0,5.0,10601.0
1142297.0,950000.0,7.0,126.4,124.8,8.9,0.9,194.3,90299027.5,882288.0,29676974.2,8582632.6,7696.3,4942.2,2754.0,965000.0,44961.7,46.59,196.9,40.758725,-73.961803,6.0,5.0,10601.0
127293.0,136385.0,76.0,61.4,64.9,4.4,0.0,107.1,86940.0,869.4,2117920.5,601324.5,610.6,4.6,605.9,136385.0,,,103.8,40.758184,-73.960085,6.0,5.0,10601.0
129255.0,128200.0,16.0,101.0,106.1,7.1,,174.8,,,3225932.6,914497.1,944.6,0.0,944.6,128200.0,,,170.2,40.759346,-73.961344,6.0,5.0,10601.0
127607.0,128696.0,22.0,91.5,96.4,8.5,0.1,159.7,946366.7,9463.7,4003195.3,1150219.1,968.7,597.2,371.5,134696.0,,,156.0,40.759321,-73.962174,6.0,5.0,10601.0
510547.0,499554.0,80.0,53.4,56.4,4.7,,99.2,,,8402450.6,2371295.3,1992.4,0.0,1992.4,499554.0,,,96.8,40.755805,-73.961812,6.0,4.0,10601.0
537750.0,548505.0,91.0,56.7,60.9,4.9,0.4,99.0,21611608.8,242313.4,9514824.2,2695183.7,2030.9,1147.9,883.0,548505.0,16933.7,30.87,95.8,40.75648,-73.961299,6.0,5.0,10601.0
231680.0,193356.0,57.0,79.1,84.6,7.7,,152.9,,,5208258.7,1495476.8,1153.0,0.0,1153.0,193356.0,7215.0,37.31,147.3,40.757259,-73.960735,6.0,5.0,10601.0
247000.0,228673.0,99.0,24.1,23.5,6.6,0.0,71.4,256522.5,2565.2,5248358.2,1498761.3,501.2,13.6,487.6,228673.0,,,73.3,40.758343,-73.959944,6.0,5.0,10601.0
211000.0,166000.0,87.0,52.2,56.3,4.8,0.4,93.4,5935688.5,66288.3,2723277.3,798146.8,568.0,315.3,252.7,166000.0,,,89.1,40.759951,-73.951446,8.0,5.0,23801.0
144000.0,149394.0,94.0,61.4,66.7,3.0,0.6,91.2,7669899.8,84459.2,1498550.4,443337.8,546.5,407.4,139.1,149394.0,5644.1,37.78,85.4,40.75955,-73.951641,8.0,5.0,23801.0
804200.0,804200.0,14.0,87.6,91.3,14.2,0.4,197.4,34138202.0,349164.4,37344432.8,11621955.7,5278.8,1813.2,3465.6,816339.0,,,187.6,40.760818,-73.950954,8.0,5.0,23801.0
700000.0,642280.0,23.0,53.9,56.4,13.3,0.1,153.7,5495928.4,54959.3,29645962.3,9209015.7,3212.1,461.0,2751.1,694638.0,,,145.6,40.761455,-73.950073,8.0,5.0,23801.0
158770.0,126343.0,35.0,89.6,94.0,8.1,0.7,156.1,7739508.4,83993.3,3583243.3,1017423.1,743.6,411.1,332.5,126343.0,5785.1,45.79,153.4,40.758063,-73.953144,8.0,5.0,23801.0
240117.0,239958.0,66.0,68.2,71.0,6.1,0.5,118.0,11295207.5,122196.6,5270993.9,1477179.7,1089.1,599.9,489.1,242953.0,10397.1,42.79,116.9,40.757748,-73.953581,8.0,5.0,23801.0
556913.0,455819.0,8.0,77.2,82.1,18.0,0.2,214.2,9489170.4,94891.7,25706682.9,8182269.6,2889.6,504.0,2385.6,455819.0,,,198.9,40.762045,-73.949658,8.0,5.0,23801.0
314509.0,335897.0,5.0,133.2,139.5,13.7,0.0,258.4,51821.9,518.2,15947717.1,4603952.6,3391.7,2.8,3389.0,335897.0,26913.4,80.12,252.2,40.764454,-73.972871,8.0,4.0,11401.0
449876.0,429031.0,79.0,72.3,74.1,18.1,,209.0,,,36799616.0,10785349.2,3827.0,0.0,3827.0,594505.0,4602.4,7.74,206.9,40.764127,-73.971034,8.0,4.0,11401.0
149881.0,175748.0,68.0,71.0,74.3,17.9,,207.7,,,10728171.2,3144246.8,1112.2,0.0,1112.2,175748.0,,,203.7,40.763811,-73.971236,8.0,4.0,11401.0
132926.0,130780.0,81.0,66.7,69.8,6.9,0.5,122.8,6031649.7,65740.2,3461804.4,987827.5,641.6,320.4,321.3,142421.0,,,120.8,40.763265,-73.969554,8.0,4.0,11401.0
164615.0,166563.0,43.0,131.3,129.7,15.6,,258.9,,,8863646.5,2593146.3,1686.4,0.0,1686.4,166563.0,,,261.1,40.763987,-73.97111,8.0,4.0,11401.0
152749.0,105874.0,45.0,117.1,,,0.3,,3742461.8,37424.6,7410845.8,,1115.9,198.8,917.1,124754.0,,,251.3,40.764517,-73.971684,8.0,4.0,11401.0
50519.0,57000.0,51.0,150.6,,19.2,0.3,,1572700.0,16556.0,3734047.4,1094386.6,647.9,83.5,564.3,57000.0,60.1,1.05,303.9,40.76472,-73.97216,8.0,4.0,11401.0
174780.0,184489.0,23.0,61.6,63.0,9.7,0.0,139.6,79925.0,799.2,6186318.1,1783852.9,917.4,4.2,913.1,184489.0,,,139.0,40.764627,-73.972745,8.0,4.0,11401.0
273481.0,285562.0,79.0,66.1,66.7,16.5,0.0,189.0,1078187.1,10781.9,16816508.3,4894132.2,1728.4,57.3,1671.1,295782.0,5470.9,18.5,189.1,40.763336,-73.970789,8.0,4.0,11401.0
252049.0,307398.0,7.0,75.9,79.8,10.9,0.0,168.1,112082.0,1120.8,11448305.7,3355306.1,1850.6,6.0,1844.7,307398.0,,,163.4,40.763012,-73.969739,8.0,4.0,11401.0
95380.0,116742.0,11.0,177.1,185.0,20.8,0.3,339.4,3500688.4,36862.0,8294027.2,2430840.0,1624.2,854.5,769.7,116742.0,,,331.4,40.764986,-73.972474,8.0,4.0,11401.0
136733.0,136733.0,87.0,63.7,66.8,10.9,0.3,147.8,3535659.6,40519.9,5174867.0,1489439.3,668.0,187.8,480.2,136733.0,2297.3,16.8,146.0,40.764314,-73.970897,8.0,4.0,11401.0
198347.0,165636.0,73.0,81.2,84.8,16.6,,211.5,,,10926476.1,3202366.6,1330.2,0.0,1330.2,193289.0,3016.2,15.6,207.1,40.764193,-73.970644,8.0,4.0,11401.0
515755.0,412604.0,4.0,185.3,190.5,18.4,0.1,349.5,3738206.3,37382.1,33000822.8,9477061.6,7165.7,198.6,6967.1,515755.0,,,345.7,40.765313,-73.972236,8.0,4.0,11401.0
98246.0,98246.0,54.0,65.2,68.3,10.9,0.0,154.0,54000.0,540.0,3617651.5,1069745.4,520.2,2.9,517.4,98246.0,1960.6,19.96,149.7,40.764673,-73.97012,8.0,4.0,11401.0
176887.0,174533.0,31.0,72.2,74.4,6.6,,123.3,,,4205017.2,1194654.3,1043.3,653.1,390.2,180227.0,4729.2,26.24,122.6,40.763932,-73.96907,8.0,4.0,11401.0
355978.0,326921.0,37.0,58.3,59.5,11.2,,141.3,,,13816033.6,3937611.0,1788.7,506.6,1282.1,352421.0,10884.2,30.88,142.4,40.765609,-73.972022,8.0,4.0,11401.0
237003.0,230000.0,100.0,3.2,3.1,0.8,0.0,8.7,161260.0,1612.6,758786.7,218865.4,79.0,8.6,70.4,290000.0,,,8.8,40.765159,-73.970279,8.0,4.0,11401.0
268467.0,320000.0,47.0,122.3,127.0,15.0,0.8,240.1,22689222.5,242852.2,16458760.0,4791359.2,2732.5,1205.1,1527.4,320000.0,29434.7,91.98,236.0,40.764308,-73.968796,8.0,4.0,11401.0
156390.0,151190.0,34.0,90.5,,7.2,,,173000.0,,3863030.6,1106074.6,1107.2,748.7,358.5,153190.0,4810.1,31.4,145.1,40.764854,-73.968853,8.0,4.0,11401.0
163787.0,163787.0,97.0,42.1,44.4,4.7,0.0,84.5,85300.0,881.8,2714587.2,771308.2,528.6,4.5,524.0,163787.0,,,82.7,40.765151,-73.970257,8.0,4.0,11401.0
89890.0,93486.0,11.0,92.0,87.0,6.2,,145.7,,,2025924.4,580246.7,624.8,0.0,624.8,93486.0,,,152.7,40.766378,-73.971459,8.0,4.0,11401.0
55639.0,61821.0,78.0,73.9,,4.6,0.0,,68171.9,681.7,976481.0,282173.8,355.5,264.9,90.6,61821.0,1150.5,18.61,108.3,40.765271,-73.969553,8.0,4.0,11401.0
141978.0,144899.0,88.0,77.1,81.7,6.2,0.0,127.5,141225.0,1412.3,3298542.4,946976.4,933.3,627.2,306.1,152899.0,,,123.9,40.765496,-73.968431,8.0,4.0,11401.0
69725.0,69725.0,35.0,95.8,96.3,22.9,,267.1,,,5442822.1,1595199.7,587.4,0.0,587.4,69725.0,3750.7,53.79,266.5,40.765976,-73.969336,8.0,4.0,11401.0
97877.0,52991.0,1.0,151.6,159.1,17.1,1.0,288.6,6055824.8,66217.1,3893598.4,1119628.7,683.0,321.7,361.3,65649.0,4523.5,68.9,283.1,40.76599,-73.969365,8.0,4.0,11401.0
183919.0,194808.0,99.0,55.2,57.3,5.7,0.0,99.2,115550.0,1180.5,3909273.4,1119337.3,877.9,515.1,362.8,197056.0,3907.8,19.83,98.1,40.765636,-73.967824,8.0,4.0,122.0
106163.0,111779.0,4.0,77.3,,10.2,0.0,,126006.6,1276.2,4083441.3,1188931.5,748.4,369.4,378.9,116779.0,,,152.6,40.766424,-73.969333,8.0,4.0,122.0
130923.0,92405.0,8.0,103.9,112.0,8.9,,193.6,,,2857840.9,822957.5,712.6,0.0,712.6,92405.0,3727.3,40.34,184.8,40.767121,-73.970914,8.0,4.0,122.0
187270.0,210000.0,55.0,70.1,74.9,7.1,0.0,136.4,489700.0,4987.3,5161075.7,1481626.7,1107.3,26.0,1081.3,210000.0,,,131.6,40.767632,-73.970549,8.0,4.0,122.0
104075.0,123000.0,95.0,49.7,,5.3,,,485093.8,,2294762.4,672556.3,505.0,292.0,213.0,128000.0,2522.4,19.71,88.6,40.76663,-73.968899,8.0,4.0,122.0
125274.0,170000.0,70.0,63.0,62.7,15.6,0.1,177.3,1575839.8,15856.0,9142411.6,2658375.5,932.1,83.7,848.4,170000.0,,,178.6,40.76658,-73.96878,8.0,4.0,122.0
206166.0,188537.0,1.0,130.0,132.4,15.8,0.1,261.7,2204542.7,22467.6,10330500.0,2972450.6,1870.8,117.1,1753.7,188537.0,,,260.7,40.766497,-73.967199,8.0,4.0,122.0
125863.0,95935.0,84.0,62.9,62.4,7.6,0.1,118.4,649024.0,6490.2,3332045.4,956180.9,640.3,331.1,309.2,125843.0,,,120.2,40.768222,-73.970126,8.0,4.0,122.0
143840.0,98000.0,5.0,107.5,106.0,8.5,,183.9,,,3075106.1,887238.3,823.9,0.0,823.9,104000.0,,,186.7,40.767255,-73.968441,8.0,4.0,122.0
105242.0,114041.0,32.0,62.9,66.1,5.6,0.5,109.1,4913009.9,53663.2,2257525.0,635315.5,470.5,261.0,209.5,114041.0,2062.1,18.08,107.4,40.767071,-73.96678,8.0,4.0,122.0
70000.0,78257.0,68.0,44.4,44.4,3.7,0.0,71.8,35437.0,354.4,992277.9,290820.0,278.1,186.0,92.1,78257.0,,,71.8,40.768428,-73.969328,8.0,4.0,122.0
109028.0,98550.0,43.0,75.5,79.9,11.8,0.0,173.8,59296.0,593.0,4463379.6,1308141.6,674.4,3.1,671.2,111166.0,5546.1,49.89,168.5,40.767801,-73.967841,8.0,4.0,122.0
80985.0,101231.0,84.0,67.8,,4.5,0.0,,82065.6,820.7,1610382.4,458289.1,542.8,393.4,149.4,101231.0,1708.6,16.88,102.4,40.767746,-73.967668,8.0,4.0,122.0
86910.0,155153.0,90.0,49.1,,,0.0,,120500.0,1205.0,2038762.3,,585.8,6.4,579.4,163553.0,,,83.1,40.767801,-73.967794,8.0,4.0,122.0
116104.0,123844.0,41.0,80.8,85.6,7.0,0.6,139.6,6959766.7,76452.9,3045837.3,864628.9,652.3,369.7,282.7,123844.0,3255.5,26.29,136.2,40.769465,-73.967894,8.0,4.0,122.0
235448.0,233157.0,87.0,42.5,45.4,4.5,,84.6,,,3824098.6,1088068.7,779.4,0.0,779.4,240157.0,,,82.0,40.769802,-73.968421,8.0,4.0,122.0
111567.0,98016.0,9.0,62.5,63.8,12.1,0.2,153.5,2217126.8,23407.5,4335047.3,1272451.3,520.1,117.8,402.3,104793.0,1924.7,18.37,152.1,40.769624,-73.96823,8.0,4.0,122.0
62100.0,66878.0,19.0,86.6,,6.1,0.0,,48075.0,480.8,1420529.2,406460.8,459.9,328.0,131.8,66878.0,1885.1,28.19,132.7,40.770365,-73.96806,8.0,4.0,122.0
173720.0,186550.0,98.0,22.1,21.6,6.3,0.0,67.5,17888.3,178.9,4097016.1,1173629.1,381.5,1.0,380.6,186550.0,,,69.1,40.769354,-73.965115,8.0,4.0,122.0
115306.0,122995.0,100.0,51.0,50.7,5.5,0.0,97.3,108120.0,1081.2,2344412.4,677361.2,477.0,5.7,471.3,122995.0,,,98.2,40.770884,-73.967385,8.0,4.0,122.0
62100.0,69540.0,50.0,74.1,,4.0,0.0,,57310.0,573.1,1009093.8,281402.2,404.1,310.5,93.6,69540.0,1169.2,16.81,105.7,40.771002,-73.967666,8.0,4.0,122.0
143675.0,139422.0,3.0,93.1,94.4,14.7,,210.8,,,7681358.0,2199028.4,1126.8,0.0,1126.8,149422.0,,,211.6,40.770013,-73.967219,8.0,4.0,122.0
203490.0,206989.0,55.0,84.0,89.6,6.9,0.0,153.1,262180.0,2679.9,4864873.0,1425812.5,1279.5,13.9,1265.6,206989.0,,,146.4,40.76995,-73.964681,8.0,4.0,130.0
192445.0,173500.0,41.0,84.2,90.2,7.2,0.0,156.1,242613.3,2471.6,4623067.3,1320543.5,1140.1,12.9,1127.2,182600.0,,,150.2,40.770553,-73.964897,8.0,4.0,130.0
170106.0,163619.0,72.0,68.8,72.3,8.5,0.0,142.8,100700.0,1007.0,5099022.3,1435132.3,908.0,5.3,902.6,169619.0,,,140.9,40.77197,-73.96738,8.0,4.0,130.0
80860.0,73864.0,70.0,66.7,73.3,5.1,,121.7,,,1411547.1,402098.7,388.8,0.0,388.8,79364.0,,,114.7,40.771641,-73.967193,8.0,4.0,130.0
273583.0,292023.0,14.0,91.4,96.7,9.0,0.0,175.7,329366.7,3413.3,9209477.4,2667229.2,2034.9,17.5,2017.4,296023.0,,,170.0,40.770625,-73.964186,8.0,4.0,130.0
72792.0,77073.0,83.0,60.0,63.9,4.4,0.5,98.2,3454131.0,37808.7,1168183.7,336227.7,291.9,183.5,108.4,77073.0,1384.6,17.97,94.6,40.770863,-73.964013,8.0,4.0,130.0
63296.0,62500.0,57.0,70.9,77.2,5.0,0.0,125.6,57680.0,576.8,1084715.1,317911.8,329.3,3.1,326.2,64000.0,,,118.0,40.771618,-73.965066,8.0,4.0,130.0
147257.0,143400.0,44.0,63.7,67.1,5.9,0.5,112.9,6437639.0,70230.4,3119055.4,892435.2,631.4,341.9,289.4,150000.0,3050.3,20.34,110.4,40.772209,-73.966871,8.0,4.0,130.0
95707.0,97169.0,73.0,73.5,81.0,4.9,,117.2,,,1754067.0,502185.4,596.1,433.4,162.8,103364.0,4058.0,39.26,110.3,40.771531,-73.964861,8.0,4.0,130.0
163600.0,166260.0,29.0,62.1,66.1,5.8,,118.1,,,3437340.8,970654.0,776.6,0.0,776.6,166260.0,,,114.8,40.772415,-73.966525,8.0,4.0,130.0
87024.0,93240.0,6.0,71.8,77.1,6.1,0.0,133.2,35119.4,362.2,1985118.6,570810.6,496.2,1.9,494.3,93240.0,,,127.5,40.772654,-73.966886,8.0,4.0,130.0
188158.0,198233.0,80.0,79.9,,5.6,0.6,,11715160.7,127390.5,3917514.4,1127547.5,1011.4,647.9,363.5,199858.0,,,124.8,40.772019,-73.965276,8.0,4.0,130.0
61437.0,63280.0,79.0,77.4,77.3,1.9,,91.7,,,413752.4,118719.8,371.3,332.9,38.4,63280.0,2370.4,37.46,92.1,40.771671,-73.965142,8.0,4.0,130.0
92744.0,92844.0,82.0,58.5,61.9,4.8,0.5,99.5,3982020.5,43535.0,1631500.3,464747.4,362.9,211.5,151.4,95944.0,,,97.0,40.771583,-73.964936,8.0,4.0,130.0
69227.0,74450.0,76.0,64.1,63.7,4.6,0.0,98.1,68900.0,689.0,1235770.5,353482.8,387.4,272.7,114.7,76150.0,1350.6,17.74,99.3,40.771522,-73.964792,8.0,4.0,130.0
200244.0,209183.0,29.0,84.8,90.8,7.1,0.0,155.9,285875.8,2858.8,5241524.2,1496381.4,1320.9,15.2,1305.7,210783.0,,,149.9,40.771621,-73.96346,8.0,4.0,130.0
66731.0,69169.0,100.0,49.9,53.7,1.1,0.0,62.3,46158.1,468.7,264762.4,76350.2,263.4,238.8,24.6,69169.0,1477.4,21.36,58.6,40.772063,-73.965243,8.0,4.0,130.0
107449.0,117234.0,49.0,93.4,98.4,5.9,0.0,156.9,96325.8,963.3,2396627.5,686277.3,788.9,5.1,783.8,117234.0,,,151.8,40.772906,-73.966246,8.0,4.0,130.0
74427.0,80369.0,47.0,76.4,80.7,7.0,0.0,143.0,178544.8,1785.4,1968562.7,562074.0,457.6,9.5,448.1,80369.0,2776.8,34.55,139.1,40.77228,-73.964474,8.0,4.0,130.0
161572.0,152572.0,72.0,73.7,80.0,4.8,,127.9,,,2708239.4,773185.4,862.3,0.0,862.3,161572.0,,,121.1,40.772496,-73.963311,8.0,4.0,130.0
143437.0,149174.0,88.0,62.0,67.4,4.4,,99.8,,,2281963.6,650872.2,729.0,517.2,211.8,149174.0,3818.8,25.6,95.2,40.772785,-73.964716,8.0,4.0,130.0
172006.0,135440.0,9.0,109.6,115.4,8.2,0.0,176.3,220311.0,2243.2,3906173.8,1112204.9,1169.9,807.4,362.5,135440.0,8956.2,66.13,172.2,40.77323,-73.966456,8.0,4.0,130.0
141160.0,128328.0,91.0,64.2,68.9,5.3,0.5,110.3,6450400.4,71659.8,2617976.4,751225.9,585.6,342.6,242.9,141160.0,2824.6,20.01,106.2,40.773581,-73.964138,8.0,4.0,130.0
84965.0,81063.0,70.0,62.0,67.1,5.4,,116.3,,,1709312.9,485230.4,415.9,0.0,415.9,90063.0,,,111.4,40.774196,-73.965365,8.0,4.0,130.0
222973.0,200873.0,93.0,47.4,46.8,5.3,0.0,91.6,19708.8,197.1,4061096.6,1154537.8,785.9,1.0,784.9,215873.0,,,93.4,40.773825,-73.963932,8.0,4.0,130.0
135582.0,130000.0,16.0,176.9,181.8,23.1,0.3,352.6,3513446.0,35134.5,10358383.0,3002862.3,1835.0,873.7,961.3,130000.0,11810.7,90.85,349.5,40.774549,-73.964003,8.0,4.0,130.0
188810.0,221098.0,66.0,71.5,,4.5,0.5,,11988039.0,119880.4,3537020.6,1014767.3,1000.8,672.6,328.2,223800.0,5649.4,25.24,108.0,40.774797,-73.965314,8.0,4.0,130.0
61407.0,185127.0,100.0,26.8,28.0,4.6,0.1,62.2,2046637.3,22725.0,2905975.1,851692.5,378.4,108.7,269.7,185127.0,2074.8,11.21,60.9,40.774253,-73.963296,8.0,4.0,130.0
149056.0,162001.0,79.0,56.5,56.1,5.7,0.4,99.8,5913541.7,59135.4,3244514.2,929744.0,615.2,314.1,301.1,162001.0,,,101.2,40.774121,-73.961635,8.0,4.0,130.0
142110.0,155819.0,34.0,79.2,,,0.0,,66575.8,676.6,3132232.7,,972.3,681.6,290.7,155819.0,6264.2,40.2,122.8,40.774791,-73.963227,8.0,4.0,130.0
57728.0,59750.0,54.0,73.3,78.3,6.4,0.6,127.8,3048441.8,33723.2,1331223.1,382115.8,285.5,161.9,123.5,59750.0,,,123.5,40.775466,-73.96483,8.0,4.0,130.0
79341.0,78000.0,32.0,73.8,78.1,6.4,0.0,136.2,69245.2,692.5,1807971.5,513234.1,438.8,3.7,435.1,80000.0,,,132.4,40.775466,-73.96483,8.0,4.0,130.0
196910.0,213319.0,83.0,40.3,42.2,5.8,0.0,88.7,328571.0,3285.7,4283419.1,1231487.6,679.5,17.5,662.1,213319.0,,,87.1,40.775878,-73.96453,8.0,4.0,142.0
113150.0,110150.0,50.0,78.4,,5.7,,,2143161.2,,2209745.8,631994.4,636.4,431.4,205.1,110150.0,3384.9,30.73,122.7,40.776035,-73.964418,8.0,4.0,142.0
231346.0,150518.0,83.0,36.3,,9.3,0.0,,271767.7,2717.7,5524343.7,1577704.8,552.7,40.0,512.7,169124.0,7061.6,41.75,106.3,40.77554,-73.962685,8.0,4.0,142.0
183101.0,185425.0,100.0,55.9,61.8,5.3,0.0,101.0,107820.8,1078.2,3516897.2,1009545.6,853.3,527.0,326.4,190425.0,4107.6,21.57,95.8,40.7753,-73.960772,8.0,4.0,142.0
218064.0,218064.0,82.0,62.5,65.6,6.2,0.0,119.9,172600.0,1764.8,4764373.5,1353649.9,1027.7,9.2,1018.6,218064.0,,,117.3,40.776097,-73.961616,8.0,4.0,142.0
220510.0,219657.0,86.0,64.1,65.6,14.6,0.0,174.9,299616.7,2996.2,11402884.2,3294603.6,1260.6,15.9,1244.7,226421.0,4748.8,20.97,174.5,40.763117,-73.969641,8.0,4.0,11402.0
170511.0,170511.0,94.0,49.8,51.9,8.7,,120.1,,,5073325.8,1486906.6,697.7,0.0,697.7,170511.0,18790.4,110.2,117.5,40.762661,-73.969179,8.0,4.0,11402.0
325173.0,330173.0,74.0,58.7,61.6,5.2,0.0,108.4,445150.0,4451.5,6576896.5,1878856.2,1572.1,23.6,1548.4,360173.0,13294.5,36.91,105.8,40.763182,-73.968511,8.0,4.0,11402.0
386287.0,405601.0,71.0,73.8,77.1,16.9,,204.3,,,23355827.4,6845200.6,2605.5,0.0,2605.5,405601.0,,,200.4,40.762515,-73.968555,8.0,4.0,11402.0
838890.0,849062.0,73.0,91.6,93.1,20.2,0.0,245.1,1028770.0,10287.7,60086713.2,17316787.5,6794.7,54.6,6740.1,858374.0,3414615.9,3978.0,245.6,40.762317,-73.968107,8.0,4.0,11402.0
168588.0,163000.0,40.0,71.8,76.6,11.0,,164.8,,,6198375.6,1790513.4,940.2,0.0,940.2,163000.0,,,160.0,40.763394,-73.969439,8.0,4.0,11402.0
156823.0,168619.0,35.0,149.4,138.9,15.1,,266.9,,,10018757.9,2936329.6,2192.1,0.0,2192.1,194355.0,,,279.5,40.763097,-73.967562,8.0,4.0,11402.0
184500.0,194831.0,12.0,85.9,84.0,7.6,0.0,151.1,255250.0,2582.3,5080863.1,1489115.6,1248.8,13.6,1235.2,196031.0,,,153.3,40.763132,-73.967515,8.0,4.0,11402.0
206883.0,206883.0,1.0,146.9,147.0,7.4,0.0,225.4,386416.7,3916.1,5222323.9,1530575.4,2151.2,20.5,2130.7,206883.0,,,225.4,40.762278,-73.966071,8.0,4.0,11402.0
57302.0,45957.0,2.0,112.7,120.2,9.7,0.0,208.5,52355.0,529.3,1774567.7,509194.9,439.8,2.8,437.0,52584.0,,,200.8,40.76372,-73.969197,8.0,4.0,11402.0
112451.0,108651.0,1.0,109.4,113.4,15.2,0.0,236.3,205175.0,2093.4,5903100.3,1704941.0,970.2,10.9,959.3,112451.0,,,233.1,40.763893,-73.969074,8.0,4.0,11402.0
312646.0,260709.0,4.0,89.9,95.5,12.9,,200.2,,,11664715.4,3364137.1,1865.0,0.0,1865.0,260709.0,,,194.9,40.762904,-73.965612,8.0,4.0,11402.0
95603.0,95603.0,35.0,82.2,87.7,8.2,0.6,150.4,5142453.5,57160.0,2716813.7,782171.6,525.3,273.1,252.1,95603.0,3871.4,40.49,145.7,40.764596,-73.968557,8.0,4.0,11402.0
66745.0,72307.0,51.0,82.4,86.9,5.0,0.0,124.2,73655.0,753.1,1266548.2,361493.2,468.9,351.4,117.5,72307.0,2264.5,31.32,120.5,40.764974,-73.968283,8.0,4.0,11402.0
87968.0,84968.0,84.0,69.6,73.1,4.5,0.6,108.8,4740603.0,50771.2,1384277.9,395838.9,380.3,251.8,128.5,87968.0,2021.2,22.98,106.0,40.765054,-73.967146,8.0,4.0,11402.0
230164.0,171390.0,36.0,91.8,98.7,5.7,0.0,141.3,290709.4,2946.7,3698809.9,1051262.7,1328.5,985.2,343.2,183827.0,,,135.6,40.764394,-73.965579,8.0,4.0,11402.0
115462.0,104980.0,38.0,75.0,75.0,7.5,0.5,132.0,5717362.5,57173.6,2943242.6,862615.0,576.8,303.7,273.1,115461.0,4816.0,41.71,132.0,40.764872,-73.966713,8.0,4.0,11402.0
139590.0,139972.0,36.0,68.6,70.6,6.8,0.0,120.4,152837.5,1570.4,3548184.4,1017328.4,829.3,500.1,329.3,150572.0,4079.0,27.09,119.5,40.764878,-73.966265,8.0,4.0,120.0
