DOF Gross Floor Area,Largest Property Use Type - Gross Floor Area (ft²),score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Latitude,Longitude,Community Board,Council District,Census Tract
105360.0,105360.0,58.0,97.2,102.9,3.1,0.9,130.3,9080952.0,97094.2,1157808.4,330265.7,589.8,482.3,107.4,105360.0,11269.5,106.96,125.0,40.839227,-73.877081,6.0,17.0,60.0
62400.0,62400.0,12.0,106.6,110.8,6.3,0.9,161.3,5276085.0,55699.7,1376610.5,393370.1,408.0,280.2,127.7,62400.0,9729.9,155.93,158.1,40.839721,-73.872316,9.0,15.0,218.0
70000.0,66000.0,6.0,116.1,116.5,7.4,0.2,172.6,1358810.9,13847.1,1674001.5,490621.7,576.3,420.9,155.3,66000.0,,,172.1,40.838167,-73.8646,9.0,18.0,21601.0
65400.0,76302.0,58.0,86.9,91.2,3.7,0.8,122.2,5628194.9,59902.5,1000200.1,283222.7,391.8,298.9,92.8,76302.0,7012.6,91.91,118.6,40.837951,-73.865511,9.0,18.0,21601.0
63000.0,63000.0,84.0,60.2,59.6,3.6,0.0,86.8,239190.3,2429.5,818927.2,229017.0,291.5,215.5,76.0,63000.0,1246.7,19.79,88.6,40.838388,-73.86559,9.0,18.0,21601.0
104500.0,105000.0,99.0,62.9,65.7,3.5,0.5,94.1,5075400.0,54113.8,1308583.9,371150.0,407.7,286.2,121.4,105000.0,6481.6,61.73,92.0,40.839554,-73.867366,9.0,18.0,218.0
130500.0,152250.0,94.0,53.6,53.6,2.9,0.4,77.1,6640100.5,66401.0,1518984.9,445188.9,493.6,352.7,141.0,152250.0,7096.2,46.61,77.1,40.839733,-73.865934,9.0,18.0,21601.0
54000.0,56000.0,59.0,80.4,79.7,4.0,0.7,112.1,3702399.8,37024.0,799708.0,223121.4,270.9,196.7,74.2,56000.0,5958.4,106.4,114.3,40.839492,-73.866791,9.0,18.0,21601.0
75600.0,75600.0,68.0,73.5,76.8,4.0,0.6,108.6,4098813.0,43705.5,1040142.5,299021.2,345.0,248.4,96.5,75600.0,,,105.7,40.839737,-73.866917,9.0,18.0,21601.0
56250.0,56250.0,82.0,70.1,72.4,4.1,0.6,105.4,3136700.1,32827.9,807770.5,231882.5,241.6,166.6,75.0,56250.0,1069.0,19.0,103.6,40.839697,-73.865894,9.0,18.0,21601.0
53750.0,53750.0,89.0,63.5,66.1,4.1,0.5,98.9,2654300.0,27956.0,757539.0,222022.0,211.3,141.0,70.3,53750.0,2216.7,41.24,96.1,40.840063,-73.866078,9.0,18.0,21601.0
63750.0,66937.0,47.0,88.8,88.4,4.1,0.2,119.9,1645899.9,16459.0,962934.7,273397.9,428.1,338.7,89.4,66937.0,8128.7,121.44,121.3,40.840502,-73.864187,9.0,18.0,21601.0
67800.0,67800.0,62.0,76.2,79.9,5.4,0.0,120.0,197509.1,1998.5,1273569.2,366206.9,406.9,288.7,118.2,67800.0,4345.0,64.09,117.1,40.834131,-73.860919,9.0,18.0,222.0
103284.0,103284.0,62.0,90.2,,,,,8768441.3,,1317540.3,,588.0,465.7,122.3,111891.0,,,119.3,40.834406,-73.856961,9.0,18.0,222.0
51565.0,51565.0,78.0,83.7,89.8,5.2,0.1,128.9,278085.4,2863.5,939177.9,269089.5,335.4,248.2,87.2,51565.0,4511.5,87.49,123.6,40.836088,-73.854702,9.0,18.0,222.0
72500.0,80475.0,71.0,77.4,,3.4,0.7,,5252521.5,56063.4,979063.7,272253.3,369.8,279.0,90.9,80475.0,,,106.7,40.835794,-73.852112,9.0,18.0,222.0
56178.0,65543.0,65.0,86.8,92.3,3.4,0.8,121.5,4890346.7,52788.3,796213.8,225918.2,333.6,259.7,73.9,65543.0,6451.2,98.43,116.5,40.835047,-73.86306,9.0,18.0,21602.0
8512479.0,2809055.0,48.0,95.5,,,,,224045179.6,,47879332.9,,16873.0,12429.8,4443.2,2920848.0,,,134.4,40.838828,-73.8599,9.0,18.0,21001.0
118967.0,118000.0,1.0,143.0,,,,,13166798.8,,3701668.6,,1042.9,699.4,343.5,118000.0,29813.6,252.66,215.7,40.839309,-73.845389,10.0,13.0,200.0
93000.0,93000.0,96.0,27.8,27.3,6.2,0.1,73.2,533803.2,5582.7,2048970.0,580300.2,218.5,28.4,190.1,93000.0,8697.4,93.52,75.2,40.836202,-73.853806,9.0,18.0,222.0
93000.0,93000.0,71.0,88.8,94.3,1.3,0.9,108.5,7819912.6,83447.4,439875.2,124270.9,456.2,415.4,40.8,93000.0,,,103.1,40.83621,-73.853708,9.0,18.0,222.0
3911254.0,131237.0,99.0,43.9,47.5,3.4,0.0,78.8,493273.9,4932.7,1546336.7,442826.0,417.0,26.2,390.8,131237.0,,,75.1,40.841133,-73.85455,9.0,18.0,21001.0
66778.0,67000.0,80.0,69.0,74.7,5.7,0.6,119.3,3317090.6,36980.2,1308672.7,383550.0,297.6,176.2,121.4,67000.0,,,113.3,40.836584,-73.847763,10.0,18.0,202.0
74021.0,76041.0,37.0,81.8,87.4,6.6,0.6,139.1,4500761.3,49246.6,1722154.1,504734.4,398.9,239.1,159.8,76041.0,4456.1,58.6,133.3,40.838838,-73.844234,10.0,13.0,200.0
62805.0,62805.0,18.0,121.0,120.5,4.8,1.0,161.0,6536632.9,65366.3,1062185.4,302910.4,445.8,347.2,98.6,62805.0,,,162.4,40.839323,-73.845342,10.0,13.0,200.0
57783.0,70030.0,100.0,23.6,,3.0,0.1,,459128.2,4591.3,745436.0,212401.3,127.5,58.3,69.2,70030.0,6599.7,94.24,46.8,40.839424,-73.845226,10.0,13.0,200.0
72750.0,72750.0,66.0,92.2,,2.6,0.8,,5788990.6,61616.6,681311.1,192478.5,388.1,324.9,63.2,72750.0,,,116.2,40.840093,-73.846132,10.0,13.0,200.0
50250.0,51000.0,35.0,114.0,113.5,3.8,1.0,146.4,5127799.7,51278.0,685313.8,194308.7,336.0,272.4,63.6,51000.0,21635.5,424.23,147.8,40.840283,-73.844888,10.0,13.0,200.0
137189.0,137200.0,96.0,167.9,172.0,21.5,0.2,331.1,3140626.1,31406.3,10306621.7,2952663.7,1846.1,889.6,956.5,137200.0,,,330.5,40.840326,-73.84856,10.0,13.0,204.0
78000.0,78000.0,51.0,89.8,94.0,4.6,0.8,131.2,5746218.8,61140.1,1255274.1,356151.2,421.7,305.2,116.5,78000.0,,,127.9,40.841803,-73.853212,10.0,18.0,204.0
67018.0,67018.0,24.0,97.0,102.1,5.2,0.8,144.2,5312725.8,56560.9,1186827.1,347839.1,392.3,282.2,110.1,67018.0,12428.1,185.44,138.8,40.84009,-73.873382,6.0,15.0,220.0
71417.0,71417.0,28.0,117.4,124.5,7.5,1.0,184.5,6496964.5,70603.8,1890828.3,537620.6,520.6,345.1,175.5,71417.0,,,178.7,40.840776,-73.872885,6.0,15.0,220.0
73000.0,74000.0,1.0,169.8,,7.0,0.8,,5915536.4,62469.5,1797392.8,515861.5,841.0,674.2,166.8,74000.0,,,226.4,40.840323,-73.873208,6.0,15.0,220.0
64895.0,64895.0,28.0,84.4,83.7,6.6,0.6,134.9,3973142.2,39731.4,1502658.7,427988.5,350.5,211.0,139.4,64895.0,7656.8,117.99,137.0,40.844344,-73.846415,10.0,13.0,200.0
53285.0,53275.0,99.0,32.0,33.3,5.4,0.1,73.3,713736.0,7932.5,992232.4,286805.3,130.0,37.9,92.1,53275.0,,,72.5,40.845571,-73.846217,11.0,13.0,200.0
107340.0,107340.0,63.0,88.8,88.0,3.9,0.7,120.0,8026318.7,80263.2,1508518.6,415226.9,566.3,426.3,140.0,107340.0,,,122.6,40.845856,-73.847756,11.0,13.0,256.0
70163.0,77179.0,64.0,37.2,39.1,11.5,,122.7,,,2870912.8,884232.5,266.4,0.0,266.4,77179.0,3580.9,46.4,116.8,40.849868,-73.853306,11.0,13.0,254.0
72715.0,72715.0,40.0,95.0,,5.8,0.0,,317342.4,3230.6,1474998.2,422550.9,539.1,402.3,136.9,72715.0,2902.1,39.91,139.4,40.850846,-73.851804,11.0,13.0,250.0
98832.0,98832.0,77.0,77.0,81.4,3.5,0.7,110.8,6371050.0,68490.2,1242570.3,350769.2,453.7,338.4,115.3,98832.0,,,107.2,40.847305,-73.833797,10.0,13.0,26601.0
65106.0,65000.0,35.0,97.7,,,,,5476582.4,,872547.2,,371.9,290.9,81.0,65000.0,5342.2,82.19,130.6,40.846711,-73.827379,10.0,13.0,26602.0
135250.0,135250.0,34.0,118.1,125.6,5.9,0.1,170.2,967910.0,10225.7,2810470.0,801737.5,1230.3,969.4,260.8,135250.0,9308.8,68.83,163.8,40.845216,-73.826436,10.0,13.0,26602.0
57000.0,57000.0,72.0,74.1,78.0,3.4,0.7,105.9,3545787.1,37883.4,678219.7,192095.5,251.3,188.3,62.9,57000.0,4083.6,71.64,102.7,40.846071,-73.82912,10.0,13.0,26602.0
75600.0,75600.0,81.0,71.2,75.0,4.1,0.6,108.3,4283785.0,46012.4,1095379.3,313247.7,329.2,227.5,101.7,75600.0,3993.8,52.83,105.0,40.848204,-73.829064,10.0,13.0,26602.0
51317.0,51317.0,30.0,118.7,123.9,3.6,1.1,155.5,5422905.0,57366.2,666483.2,182759.4,349.9,288.0,61.8,51317.0,,,151.7,40.849372,-73.832075,10.0,13.0,26601.0
54000.0,50250.0,5.0,132.9,132.4,5.6,0.1,175.0,557655.1,5576.6,985552.5,282003.7,507.7,416.3,91.5,50250.0,4372.7,87.02,176.5,40.848501,-73.831416,10.0,13.0,26601.0
81000.0,89780.0,93.0,50.4,,3.8,0.0,,267827.3,2726.2,1191208.2,342084.7,355.6,245.1,110.5,89780.0,5301.8,59.05,79.3,40.856047,-73.843922,11.0,13.0,296.0
91705.0,92000.0,100.0,18.1,18.2,0.9,0.0,24.9,263200.0,2677.6,278426.0,81602.0,124.6,98.8,25.8,92000.0,,,24.9,40.856827,-73.841842,11.0,13.0,296.0
112339.0,123573.0,41.0,88.0,91.8,5.6,0.7,136.5,8465482.8,89785.0,2412211.5,694600.0,673.5,449.6,223.9,123573.0,9140.7,73.97,133.2,40.855922,-73.842325,11.0,13.0,296.0
407619.0,603373.0,100.0,16.2,16.6,4.3,0.0,48.0,986664.0,11888.8,8929940.7,2617215.6,881.1,52.4,828.7,610767.0,,,47.6,40.842744,-73.838413,11.0,13.0,284.0
758733.0,560000.0,24.0,190.9,189.6,31.1,0.8,420.8,46801558.0,468015.6,60118499.0,17407909.6,8064.8,2485.9,5579.0,560000.0,,,424.8,40.842742,-73.838406,11.0,13.0,284.0
538584.0,230000.0,18.0,159.8,162.9,28.3,0.7,373.1,14229081.6,152274.2,22521858.3,6516315.4,2845.8,755.8,2090.0,230000.0,,,372.4,40.849789,-73.843478,11.0,13.0,284.0
179920.0,197912.0,56.0,86.4,90.7,5.4,,131.0,,,3786501.1,1071290.2,1354.0,1002.6,351.4,197912.0,9027.5,45.61,128.0,40.851353,-73.835612,10.0,13.0,300.0
79400.0,79400.0,100.0,12.0,,,,,,,950344.3,,88.2,0.0,88.2,79400.0,4032.4,50.79,37.6,40.851653,-73.828581,10.0,13.0,300.0
57840.0,57850.0,79.0,74.5,74.7,4.3,0.1,106.8,300154.0,3115.1,843958.4,247350.0,333.0,254.6,78.3,57850.0,,,106.6,40.852646,-73.829905,10.0,13.0,300.0
85218.0,85218.0,71.0,85.2,90.1,4.5,0.7,127.0,5877244.2,63573.5,1379069.0,387494.4,440.1,312.2,128.0,85218.0,3098.4,36.36,123.2,40.85552,-73.830415,10.0,13.0,300.0
70200.0,70200.0,60.0,79.5,84.4,5.3,0.7,126.5,4283998.0,46553.6,1299943.2,372447.5,348.2,227.5,120.6,70200.0,3361.0,47.88,122.2,40.854897,-73.828128,10.0,13.0,300.0
82015.0,84475.0,30.0,94.2,99.7,6.3,0.8,149.8,6107614.8,66043.5,1852241.0,533941.6,496.3,324.4,171.9,84475.0,7402.8,87.63,144.8,40.84901,-73.868529,11.0,15.0,220.0
56634.0,56634.0,37.0,96.7,103.5,4.7,0.9,142.3,4538499.9,49525.3,937842.8,266745.5,328.1,241.1,87.0,56634.0,710.1,12.54,136.1,40.849848,-73.868841,11.0,15.0,230.0
63540.0,63540.0,14.0,119.9,129.2,4.5,1.1,167.6,6623500.2,72414.5,996662.3,284288.9,444.3,351.8,92.5,63540.0,,,158.7,40.849999,-73.868754,11.0,15.0,230.0
91300.0,91300.0,1.0,152.5,162.9,13.3,1.2,266.1,9771800.0,107180.6,4152997.8,1217173.9,904.4,519.0,385.4,91300.0,,,255.2,40.850388,-73.86853,11.0,15.0,230.0
90000.0,112500.0,74.0,59.9,63.0,3.6,0.5,91.8,5060200.0,54917.8,1469261.7,405764.9,420.5,284.1,136.3,112500.0,,,90.1,40.849375,-73.86316,11.0,13.0,230.0
74500.0,70000.0,82.0,75.8,82.8,3.3,0.0,107.7,292516.1,2980.7,815272.4,230247.8,402.7,327.0,75.7,70000.0,24415.2,348.79,101.5,40.853296,-73.853714,11.0,13.0,250.0
81456.0,95032.0,74.0,66.4,71.1,3.6,0.6,100.2,5114500.4,55966.2,1197137.7,339896.7,382.7,271.7,111.1,95032.0,3727.0,39.22,96.1,40.851544,-73.866796,11.0,13.0,22404.0
84006.0,84006.0,51.0,89.3,88.7,4.4,0.7,124.5,6191863.6,61918.6,1308125.8,369168.3,450.3,328.9,121.4,84006.0,,,126.3,40.851882,-73.866784,11.0,13.0,22404.0
152124.0,173856.0,98.0,46.1,49.5,3.1,0.4,74.4,6106899.9,67350.0,1906124.0,547014.6,501.3,324.4,176.9,173856.0,9029.9,51.94,71.3,40.851134,-73.865889,11.0,13.0,22404.0
55650.0,64925.0,100.0,21.8,21.2,3.3,0.1,45.8,635200.0,6437.2,778440.9,214267.8,106.0,33.7,72.2,64925.0,,,47.9,40.850795,-73.866537,11.0,13.0,22404.0
209542.0,216875.0,76.0,81.1,86.5,2.9,0.8,111.9,15327020.8,165895.4,2256510.4,638607.2,1023.5,814.1,209.4,216875.0,37705.0,173.86,106.9,40.851648,-73.865867,11.0,13.0,22404.0
129000.0,129000.0,65.0,84.5,89.7,3.7,0.8,120.5,9231299.7,99473.9,1675433.0,476341.3,645.8,490.3,155.5,129000.0,8969.9,69.53,115.9,40.852727,-73.868818,11.0,13.0,22401.0
132000.0,134000.0,59.0,89.9,,,,,107207.1,,1434222.4,,929.8,796.7,133.1,134000.0,9955.7,74.3,113.6,40.853114,-73.868954,11.0,13.0,22401.0
168990.0,197155.0,50.0,88.4,92.2,6.0,0.7,139.3,12067490.4,128983.1,4115077.4,1182492.7,1115.0,733.1,381.9,197155.0,13869.6,70.35,136.2,40.853773,-73.869188,11.0,13.0,22401.0
87924.0,87924.0,74.0,73.7,79.4,3.7,0.0,107.3,281318.2,2865.6,1152333.0,326705.9,501.6,394.6,106.9,87924.0,,,102.4,40.85281,-73.866757,11.0,13.0,22404.0
77928.0,81824.0,35.0,96.9,96.2,3.9,0.8,129.1,6776900.0,67769.0,1151843.4,321586.1,466.8,360.0,106.9,81824.0,,,131.2,40.854061,-73.866718,11.0,13.0,22404.0
53400.0,53400.0,40.0,98.5,107.6,3.6,0.1,134.8,299768.0,2997.7,682344.0,190361.9,401.5,338.2,63.3,53400.0,3824.8,71.63,127.0,40.853134,-73.866746,11.0,13.0,22404.0
65418.0,65418.0,85.0,65.9,,4.5,0.0,,305512.0,3055.1,1034551.3,294737.9,332.8,236.8,96.0,65418.0,5767.4,88.16,100.4,40.853846,-73.865783,11.0,13.0,22404.0
54184.0,54209.0,65.0,83.8,83.3,3.8,0.0,112.0,79309.9,793.1,739342.5,207688.0,353.4,284.7,68.6,54209.0,,,113.8,40.851946,-73.864897,11.0,13.0,22404.0
75260.0,75260.0,100.0,10.0,10.3,1.9,,24.5,,,498548.0,146116.0,64.9,18.6,46.3,75260.0,,,24.2,40.852358,-73.865413,11.0,13.0,22404.0
67500.0,67500.0,88.0,69.8,74.1,2.1,0.0,89.9,65599.1,656.0,476644.0,139696.3,361.9,317.6,44.2,67500.0,,,85.6,40.852355,-73.865153,11.0,13.0,22404.0
252400.0,188425.0,52.0,105.4,112.5,5.8,,155.9,,,4014646.6,1154333.6,1626.2,1253.7,372.6,198425.0,18813.3,94.81,149.5,40.850331,-73.864481,11.0,13.0,228.0
174400.0,191840.0,92.0,65.4,,3.3,,,,,2249664.0,634081.4,833.7,625.0,208.8,191840.0,35604.3,185.59,92.5,40.85267,-73.864881,11.0,13.0,22404.0
220000.0,220000.0,100.0,42.1,44.2,3.2,0.3,69.1,6761119.8,73422.2,2493918.7,698968.7,590.6,359.1,231.4,220000.0,5142.9,23.38,67.9,,,,,
178126.0,178126.0,79.0,95.1,,,,,1052923.1,,950409.0,,1268.7,1180.5,88.2,178126.0,,,107.7,40.853947,-73.864839,11.0,13.0,22404.0
174400.0,175000.0,51.0,87.8,86.8,5.0,0.7,126.7,12225100.1,122251.0,3133171.2,871343.3,940.1,649.3,290.8,175000.0,9170.4,52.4,129.6,40.85267,-73.86486,11.0,13.0,228.0
144354.0,144354.0,80.0,80.0,80.1,2.0,0.0,95.2,490783.7,4955.8,963452.0,282371.6,864.9,775.5,89.4,144354.0,,,95.2,40.853263,-73.86484,11.0,13.0,228.0
175806.0,175806.0,37.0,108.6,,,,,989995.2,,2766475.8,,1464.0,1207.3,256.7,175806.0,19907.6,113.24,143.4,40.853993,-73.864817,11.0,13.0,228.0
57053.0,57053.0,83.0,70.1,,,,,395618.9,,640837.8,,328.7,269.3,59.5,61807.0,,,93.2,40.852738,-73.863905,11.0,13.0,228.0
127000.0,127000.0,100.0,17.0,16.8,2.9,0.1,38.0,896378.3,8963.8,1267917.3,363045.8,165.3,47.6,117.7,127000.0,4614.8,36.34,38.8,40.853081,-73.863894,11.0,13.0,228.0
77450.0,85195.0,86.0,60.7,60.4,3.3,0.5,86.8,4191922.0,41919.2,980602.2,279012.7,313.7,222.7,91.0,85195.0,4035.0,47.36,87.8,40.853726,-73.863878,11.0,13.0,228.0
105000.0,112800.0,100.0,3.2,3.3,,0.0,3.4,359400.0,3687.9,,,19.1,19.1,0.0,112800.0,,,3.3,40.854382,-73.861856,11.0,13.0,246.0
60040.0,50105.0,72.0,75.6,82.6,4.0,0.0,112.8,153200.0,1614.4,810442.2,231962.3,334.3,259.1,75.2,57485.0,2125.8,36.98,106.5,40.855549,-73.855086,11.0,13.0,288.0
75000.0,87500.0,67.0,72.3,73.9,3.4,0.0,99.5,397900.0,4062.7,1013278.8,296975.0,485.0,390.9,94.0,87500.0,,,97.8,40.856966,-73.855669,11.0,13.0,288.0
57500.0,57500.0,100.0,15.8,15.3,3.2,0.0,38.8,251758.7,2535.9,659240.7,183232.6,74.5,13.4,61.2,57500.0,5272.9,91.7,40.6,40.856993,-73.855347,11.0,13.0,288.0
66000.0,63000.0,78.0,89.1,97.2,0.7,0.1,103.7,574500.0,5856.5,150308.8,44924.7,412.7,398.8,13.9,63000.0,3990.9,63.35,95.5,40.855986,-73.855613,11.0,13.0,288.0
75133.0,87655.0,100.0,20.5,19.7,3.7,0.1,47.2,617200.0,6172.0,1179917.4,325680.8,142.3,32.8,109.5,87655.0,10811.6,123.34,49.7,40.854564,-73.869476,11.0,13.0,22401.0
64291.0,64291.0,62.0,83.1,90.6,3.5,0.0,117.1,112031.2,1137.4,809954.6,225986.6,409.0,333.8,75.2,64291.0,,,110.8,40.855017,-73.869637,11.0,13.0,22401.0
73610.0,89544.0,46.0,97.2,103.9,3.1,0.0,127.4,266201.0,2662.0,961518.6,275045.8,666.4,577.2,89.2,89544.0,15099.5,168.63,121.1,40.855187,-73.869698,11.0,13.0,22401.0
75133.0,75133.0,94.0,91.6,97.2,4.1,0.1,128.5,412193.0,4121.9,1091561.4,310518.5,522.6,421.3,101.3,75133.0,,,123.7,40.85566,-73.869871,11.0,13.0,22401.0
87354.0,87354.0,53.0,76.3,82.8,4.2,0.7,117.1,5378320.7,59705.7,1290922.1,369426.7,405.5,285.7,119.8,87354.0,3379.9,38.69,111.1,40.85637,-73.869533,11.0,13.0,22401.0
70704.0,70704.0,37.0,92.2,97.3,4.3,0.8,132.6,5441122.5,58465.6,1079275.2,302020.8,389.2,289.0,100.2,70704.0,6263.1,88.58,128.7,40.8559,-73.868667,11.0,13.0,22401.0
70230.0,81935.0,92.0,68.6,73.0,3.1,0.6,98.5,4735757.2,51193.7,882685.8,251778.5,333.5,251.5,81.9,81935.0,3959.8,48.33,94.5,40.855356,-73.868682,11.0,13.0,22401.0
74826.0,87297.0,84.0,78.3,82.5,3.3,0.7,110.2,5808318.4,62216.1,1025227.2,288397.4,403.6,308.5,95.1,87297.0,4536.0,51.96,106.7,40.855246,-73.868664,11.0,13.0,22401.0
79544.0,92801.0,93.0,67.8,72.1,2.7,0.6,95.2,5401940.4,58233.6,888872.7,254127.5,369.4,286.9,82.5,92801.0,,,91.2,40.85579,-73.868649,11.0,13.0,22401.0
70296.0,70296.0,67.0,89.9,89.5,4.3,0.7,124.8,5255467.7,52554.7,1061075.6,303743.7,377.6,279.1,98.5,70296.0,9068.6,129.01,125.9,40.856265,-73.866649,11.0,13.0,22403.0
81984.0,81984.0,65.0,75.5,,3.2,0.6,,4606399.7,50723.5,932700.9,259296.2,379.4,292.8,86.6,81984.0,4832.7,58.95,102.7,40.856004,-73.866657,11.0,13.0,22403.0
81996.0,81996.0,41.0,90.1,,3.5,0.7,,5547299.9,59529.8,1011354.3,287209.7,449.9,356.1,93.9,81996.0,6970.0,85.0,120.0,40.85548,-73.866672,11.0,13.0,22403.0
88810.0,103611.0,70.0,82.2,,4.4,0.7,,6721856.7,72125.6,1600578.3,457451.0,519.8,371.2,148.5,103611.0,8163.3,78.79,118.5,40.854802,-73.86667,11.0,13.0,22403.0
70836.0,70836.0,57.0,96.0,100.4,4.1,0.9,134.6,5773018.2,61224.9,1028887.0,289911.1,402.1,306.6,95.5,70836.0,6138.9,86.66,131.2,40.855219,-73.866658,11.0,13.0,22403.0
70812.0,82614.0,100.0,14.9,14.5,3.1,0.0,37.0,332500.0,3377.3,897400.3,252379.2,100.9,17.7,83.3,82614.0,,,38.3,40.856002,-73.866635,11.0,13.0,22403.0
88386.0,88386.0,76.0,113.3,120.2,4.2,1.1,156.4,8696466.4,93416.7,1315079.8,375020.7,584.0,461.9,122.0,88386.0,5506.2,62.3,150.0,40.856317,-73.866627,11.0,13.0,22403.0
88386.0,88386.0,79.0,68.4,74.2,3.6,0.0,101.5,371801.3,3718.0,1124557.9,320942.2,462.0,357.6,104.4,88386.0,38.4,0.43,96.4,40.856338,-73.865705,11.0,13.0,22403.0
73182.0,73182.0,70.0,86.7,91.8,3.8,0.8,123.3,5372571.9,57778.6,969150.3,276272.6,375.3,285.4,89.9,73182.0,5453.3,74.52,118.7,40.85602,-73.865713,11.0,13.0,22403.0
73842.0,73842.0,59.0,93.8,,4.1,0.8,,5680578.8,56805.8,1069775.7,303183.4,414.3,315.0,99.3,73842.0,7752.7,104.99,128.7,40.855218,-73.86574,11.0,13.0,22403.0
72000.0,72000.0,1.0,148.5,154.2,8.3,1.3,220.9,8603943.6,90686.5,2091157.0,595678.2,651.1,457.0,194.1,72000.0,616843.6,8567.27,216.7,40.854793,-73.865752,11.0,13.0,22403.0
82548.0,96306.0,96.0,58.3,,3.6,,,4410898.7,,1206156.4,342273.2,346.2,234.3,111.9,96306.0,6793.8,70.54,87.4,40.855325,-73.865715,11.0,13.0,22403.0
82956.0,82956.0,98.0,70.1,74.8,0.8,0.7,84.0,5604676.3,59929.3,214612.7,62899.4,317.6,297.7,19.9,82956.0,8432.4,101.65,79.1,40.855858,-73.865699,11.0,13.0,22403.0
166042.0,166042.0,92.0,79.5,84.7,0.8,0.0,91.3,398936.6,3989.4,436293.2,129389.9,993.0,952.5,40.5,166042.0,,,86.0,40.856665,-73.865542,11.0,13.0,22403.0
84588.0,84588.0,2.0,166.4,180.5,3.3,0.8,209.3,6107968.3,65117.3,999629.9,279009.0,942.0,849.3,92.8,84588.0,738.0,8.72,196.1,40.855865,-73.864777,11.0,13.0,22403.0
82278.0,95991.0,83.0,67.6,71.2,3.1,0.6,96.7,5219745.4,55934.8,1034554.5,295712.0,390.8,294.8,96.0,95991.0,4208.9,43.85,93.4,40.855215,-73.864797,11.0,13.0,22403.0
69927.0,69927.0,52.0,50.7,49.9,9.7,0.1,121.4,896633.9,8966.3,2363994.3,677355.1,288.4,69.1,219.4,69927.0,,,123.7,40.855053,-73.864783,11.0,13.0,228.0
74514.0,74514.0,59.0,77.6,82.1,4.1,0.7,115.4,4695349.1,50725.3,1084979.9,305454.4,350.1,249.4,100.7,74514.0,5181.5,69.54,111.9,40.855322,-73.864775,11.0,13.0,228.0
75288.0,75288.0,4.0,151.7,165.1,3.7,0.6,196.1,4396855.2,47211.8,986157.2,278015.5,779.4,687.9,91.5,75288.0,12787.7,169.85,183.4,40.855865,-73.864756,11.0,13.0,228.0
87810.0,88920.0,66.0,90.0,,,,,3387500.0,,1047314.6,,541.9,444.7,97.2,88920.0,10677.7,120.08,117.5,40.856354,-73.86474,11.0,13.0,228.0
90971.0,90971.0,100.0,24.0,23.7,4.6,0.1,58.0,700000.0,7119.4,1487079.3,422670.1,175.2,37.2,138.0,90971.0,11633.0,127.88,59.4,40.85638,-73.863822,11.0,13.0,228.0
75114.0,75114.0,2.0,164.2,177.1,4.3,0.8,213.0,5483917.2,58308.0,1157283.8,320946.0,821.0,713.6,107.4,75114.0,1055.6,14.05,201.6,40.855985,-73.863834,11.0,13.0,228.0
74772.0,76772.0,59.0,88.1,,,,,2547539.3,,992364.1,,469.9,377.8,92.1,76772.0,,,117.8,40.855488,-73.863849,11.0,13.0,228.0
56000.0,69923.0,49.0,71.1,75.8,4.8,0.6,113.6,3801026.9,41629.0,1168480.5,333651.6,310.3,201.9,108.4,69923.0,4798.3,68.62,109.6,40.854422,-73.863135,11.0,13.0,228.0
65862.0,65862.0,45.0,104.6,,,,,5213853.0,,926178.4,,418.3,332.4,85.9,65862.0,,,138.7,40.854673,-73.863854,11.0,13.0,228.0
66075.0,66075.0,72.0,83.4,,,,,3845492.5,,905272.0,,344.6,260.6,84.0,66075.0,4656.8,70.48,115.7,40.855504,-73.863827,11.0,13.0,228.0
65862.0,65862.0,56.0,95.5,,,,,5386780.7,,904275.0,,370.0,286.1,83.9,65862.0,4622.7,70.19,129.0,40.856018,-73.863812,11.0,13.0,228.0
58092.0,66805.0,99.0,64.2,68.5,3.3,0.6,95.5,3515600.1,38209.7,775093.8,220809.0,258.7,186.7,71.9,66805.0,,,91.7,40.856328,-73.8638,11.0,13.0,228.0
58500.0,68250.0,70.0,76.9,83.0,3.4,0.0,108.8,200867.7,2046.6,815445.8,233049.8,400.3,324.6,75.7,68250.0,2639.1,38.67,103.2,40.85569,-73.862905,11.0,13.0,228.0
136122.0,139122.0,95.0,51.0,50.1,4.4,0.0,82.4,586500.0,5865.0,2190657.6,605907.7,559.2,355.9,203.3,139122.0,,,85.2,40.855583,-73.862887,11.0,13.0,228.0
81710.0,81710.0,45.0,96.9,104.0,4.8,0.0,140.2,292018.2,2920.2,1342497.4,393463.4,612.9,488.4,124.6,81710.0,,,133.0,40.855525,-73.86053,11.0,13.0,248.0
